	bioproject	Title	collection_date	geo_loc_name	lat_lon	isolate	depth	elev	isolation_source	host	sample_type	description	env_broad_scale	env_local_scale	env_medium	BioSampleModel	replicate	harvest	isotope	fraction	density.g.ml	qPCR.16S.copies.ul	leaf	BioProject	Unnamed: 2	env_biome	env_feature	env_material	host_taxid	ref_biomaterial	rel_to_oxygen	samp_collect_device	differentiation	host_disease	host_genotype	source_material_id	samp_mat_process	samp_size	loader	Attribute	host_height	strain	ecotype	isol_growth_condt	host_age	host_infra_specific_name	plant_body_site	host_health_status	Sample_identity	host_life_stage	air_temp_regm	climate_environment	Stefanie Glaeser	Ebru Aydogan	Peter Kaempfer	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	ENA first public	ENA last update	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	host-associated environmental package	investigation type	project name	sample name	sequencing method	replicates	fungicide_regm	miscellaneous environmental package	ID	envir_treatment	sample_ID	altitude	temp	tree_height	Plantation	Replicate	humidity_regm	mechanical_damage	radiation_regm	samp_store_loc	samp_store_temp	season_environment	cultivar	plot	Sequencing Technology	Plant ID	collected_by	agricultural_management	antibiotic_regm	biotic_relationship	chem_administration	chem_mutagen	extrachrom_elements	fertilizer_regm	gravity	growth_hormone_regm	growth_med	herbicide_regm	host_dry_mass	host_infra_specific_rank	host_length	host_phenotype	host_tot_mass	host_wet_mass	mineral_nutr_regm	misc_param	non_mineral_nutr_regm	omics_observ_id	organism_count	oxy_stat_samp	perturbation	pesticide_regm	ph_regm	plant_product	rainfall_regm	salt_regm	samp_salinity	samp_store_dur	samp_vol_we_dna_ext	standing_water_regm	subspecf_gen_lin	tiss_cult_growth_med	trophic_level	water_temp_regm	watering_regm	Site	Meter	TransectLocation	SiteDescription	PCC	d15N_NA	d15N	perc_N	C.N	Tree_density	BA_m2	perc.sw	perc.hw	Moisture	FixationRate	MAT	MAP	UV_light	Radiation	Olayer.depth	Perm.depth	pH
SAMN14923151		C-2-Soil	2018-09-16	USA: Michigan, Dansville	42.51629 N 84.32469 W		0 m	290 m	forest soil	Carya ovata			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental								PRJNA632843							aerobe	Surface scoop						5 g																																																																																																																										
SAMN14923150		A-2-Soil	2018-09-16	USA: Michigan, Dansville	42.51629 N 84.32469 W		0 m	290 m	forest soil	Acer rubrum			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental								PRJNA632843							aerobe	Surface scoop						5 g																																																																																																																										
SAMN14923149		C-1-Soil	2018-09-16	USA: Michigan, Dansville	42.51722 N 84.32303 W		0 m	292 m	forest soil	Carya ovata			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental								PRJNA632843							aerobe	Surface scoop						5 g																																																																																																																										
SAMN14923148		A-1-Soil	2018-09-16	USA: Michigan, Dansville	42.51722 N 84.32303 W		0 m	292 m	forest soil	Acer rubrum			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental								PRJNA632843							aerobe	Surface scoop						5 g																																																																																																																										
SAMN15728606		Fungi	2019-05-27	missing	missing				soil sample FJRS1	not applicable						Metagenome or environmental								PRJNA655213																																																																																																																																								
SAMN15728595		Fungi	2019-05-25	missing	missing				soil sample HBRS2	not applicable						Metagenome or environmental								PRJNA655213																																																																																																																																								
SAMN15728594		Fungi	2019-05-25	missing	missing				soil sample HBRS1	not applicable						Metagenome or environmental								PRJNA655213																																																																																																																																								
SAMN15728596		Fungi	2019-05-25	missing	missing				soil sample HBRS3	not applicable						Metagenome or environmental								PRJNA655213																																																																																																																																								
SAMN15728608		Fungi	2019-05-27	missing	missing				soil sample FJRS3	not applicable						Metagenome or environmental								PRJNA655213																																																																																																																																								
SAMN15728607		Fungi	2019-05-27	missing	missing				soil sample FJRS2	not applicable						Metagenome or environmental								PRJNA655213																																																																																																																																								
SAMN10173184			2016-07-20	USA: Plot_17, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t642	17.0																																																															
SAMN10173185			2016-07-20	USA: Plot_18, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t430	18.0																																																															
SAMN10173186			2016-07-20	USA: Plot_5, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t430	5.0																																																															
SAMN10173187			2016-07-20	USA: Plot_6, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t642	6.0																																																															
SAMN10173183			2016-07-20	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t642	14.0																																																															
SAMN10173182			2016-07-20	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t430	13.0																																																															
SAMN10173283			2016-08-03	USA: Plot_3, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t430	3.0																																																															
SAMN10173282			2016-08-03	USA: Plot_22, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t430	22.0																																																															
SAMN10173281			2016-08-03	USA: Plot_21, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t642	21.0																																																															
SAMN10173280			2016-08-03	USA: Plot_18, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t430	18.0																																																															
SAMN10173279			2016-08-03	USA: Plot_17, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t642	17.0																																																															
SAMN10173278			2016-08-03	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t642	14.0																																																															
SAMN10173277			2016-08-03	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental								PRJNA494573																																																																								t430	13.0																																																															
